Chemical A
1.197946378
1.09526526
1.180832858
0.941243582
1.112378779
0.975470622
1.07815174
0.838562464
1.129492299
0.889903023
0.855675984
1.009697661
1.026811181
1.043924701
0.958357102
1.146605819
0.958357102
0.992584141
1.06103822
0.958357102
1.009697661
1.043924701
1.07815174
1.043924701
1.09526526
1.129492299
1.163719338
1.146605819
1.026811181
0.975470622
0.941243582
0.941243582
0.992584141
1.026811181
0.924130063
1.026811181
1.146605819
1.07815174
0.958357102
0.941243582
0.941243582
1.043924701
0.992584141
0.855675984
0.958357102
0.975470622
0.975470622
1.06103822
0.872789504
0.975470622
