Chemical A
1.07815174
0.992584141
1.215059897
1.07815174
1.112378779
1.300627496
0.838562464
1.249286937
1.146605819
1.232173417
1.112378779
1.09526526
1.163719338
0.975470622
0.992584141
1.09526526
1.112378779
1.317741015
1.317741015
1.026811181
1.180832858
0.958357102
1.317741015
1.07815174
1.146605819
1.232173417
1.06103822
1.043924701
1.09526526
1.232173417
1.266400456
1.351968055
1.09526526
1.07815174
1.043924701
1.317741015
1.07815174
1.09526526
1.026811181
1.180832858
1.146605819
1.180832858
0.992584141
1.163719338
1.146605819
1.146605819
1.07815174
1.112378779
1.06103822
1.009697661
